"","name","type","tier_name","iclevel","region","state","count","female","mr_kq5_pq1","mr_ktop1_pq1","par_mean","par_median","par_rank","par_q1","par_q2","par_q3","par_q4","par_q5","par_top10pc","par_top5pc","par_top1pc","par_toppt1pc","k_rank","k_mean","k_median","k_median_nozero","k_0inc","k_q1","k_q2","k_q3","k_q4","k_q5","k_top10pc","k_top5pc","k_top1pc","kq1_cond_parq1","kq2_cond_parq1","kq3_cond_parq1","kq4_cond_parq1","kq5_cond_parq1","kq1_cond_parq2","kq2_cond_parq2","kq3_cond_parq2","kq4_cond_parq2","kq5_cond_parq2","kq1_cond_parq3","kq2_cond_parq3","kq3_cond_parq3","kq4_cond_parq3","kq5_cond_parq3","kq1_cond_parq4","kq2_cond_parq4","kq3_cond_parq4","kq4_cond_parq4","kq5_cond_parq4","kq1_cond_parq5","kq2_cond_parq5","kq3_cond_parq5","kq4_cond_parq5","kq5_cond_parq5","public","barrons","ipeds_enrollment_2013","sticker_price_2013","graduation_rate_2013","average_faculty_salary_2013","instructional_expenditures_pc_2012","sat_avg_2013","scorecard_netprice_2013","admit_rate_2013","endowment_pc_2000","asian_or_pacific_share_fall_2000","black_share_fall_2000","hisp_share_fall_2000","alien_share_fall_2000","pct_arthuman_2000","pct_business_2000","pct_health_2000","pct_multidisci_2000","pct_publicsocial_2000","pct_stem_2000","pct_socialscience_2000","pct_tradepersonal_2000","access_rate","success_rate"
"265","CollegeAmerica Denver","Private Non-Profit","Nonselective four-year private not-for-profit","Four-year","West","CO",83,0.624161118,0.021143179,0.003761125,54268.69577,43500,0.414347134,0.23756597,0.279290321,0.252574762,0.178411903,0.052157044,0.020869463,0.01425531,0.004083242,8.44737e-05,0.415018065,24685.63997,20100,26300,0.1989979,0.231230653,0.255171563,0.274190678,0.169599676,0.06980743,0.034763035,0.020290284,0.004042441,0.204197239,0.275971086,0.27091383,0.159918655,0.088999191,0.280386563,0.272417737,0.24998426,0.141626557,0.055584883,0.207487966,0.198424068,0.304595684,0.210542695,0.078949587,0.239979919,0.277329397,0.214434268,0.194274481,0.073981935,0.176190723,0.267093549,0.475904623,0.080811105,0,0,999,449,17965.578,0.299622614,3645.9443,6035.0801,NA,19674.76,NA,NA,0.060150377,0.082706764,0.24310777,0.002506266,0,6.3636365,0,0,0,93.63636,0,0,0.23756597,0.088999191
"266","Colorado Christian University","Private Non-Profit","Selective private","Four-year","West","CO",183,0.560287079,0.003553036,8.78912e-05,156218.5995,98600,0.688643956,0.041456527,0.11167872,0.166442679,0.265815587,0.414606488,0.268394826,0.142027507,0.032360363,0.005255117,0.536569531,37368.02208,30700,40600,0.143322246,0.178215457,0.176768887,0.183582084,0.243245163,0.218188409,0.111930088,0.070500364,0.006631895,0.420645806,0.129011201,0.179267425,0.185370472,0.085705096,0.190697311,0.267803683,0.248590811,0.225140044,0.067768151,0.107229242,0.204447481,0.263141869,0.230327628,0.19485378,0.128382001,0.213752979,0.120219972,0.310601667,0.227043382,0.211059534,0.122199966,0.175186828,0.215910475,0.275643197,0,3,4973,20935,0.369668246,5817,NA,NA,22074,0.976399999,NA,0.013022247,0.064026043,0.053716768,0.00759631,1.682243,65.794395,0,3.5514021,10.280374,2.6168225,16.074766,0,0.041456527,0.085705096
"267","Colorado College","Private Non-Profit","Highly selective private","Four-year","West","CO",505,0.55672642,0.01822583,0.002691631,344930.6795,154600,0.776341993,0.048108204,0.079629479,0.11831925,0.140196678,0.613746389,0.515960107,0.389775584,0.132561863,0.013901606,0.631939649,54567.30793,43600,48800,0.103785951,0.110279533,0.121347316,0.162524354,0.229254469,0.376594328,0.220558973,0.131124497,0.032880831,0.081753334,0.133205619,0.192681829,0.213508447,0.378850772,0.169845977,0.172053725,0.170694125,0.262007218,0.225398956,0.140684571,0.14316774,0.150840565,0.219677166,0.345629957,0.106607811,0.082044134,0.191260713,0.266599075,0.353488267,0.099764377,0.118610343,0.154788747,0.219555053,0.407281481,0,2,2041,46410,0.872137405,10886,18239.07,NA,11662,0.22280002,NA,0.03856175,0.024491923,0.055758208,0.024491923,29.553904,0,0,6.5055761,0,29.925652,34.01487,0,0.048108204,0.378850772
"268","Colorado Mesa University","Public","Selective public","Four-year","West","CO",968,0.520733328,0.020071208,0.000670998,91094.41488,75800,0.585725208,0.088197482,0.150796518,0.244954345,0.275333463,0.240718193,0.099381406,0.047606802,0.005530362,2.87036e-05,0.560824603,39558.62048,35000,39000,0.117994396,0.130607497,0.172991937,0.200770562,0.249650401,0.245979603,0.118550885,0.053995616,0.007129345,0.190241852,0.200827632,0.179545219,0.201814084,0.227571213,0.144447235,0.181355426,0.221004814,0.266181723,0.187010802,0.145500573,0.180559115,0.21331187,0.251597467,0.209030975,0.123785585,0.163248612,0.205137544,0.238157763,0.269670496,0.092735795,0.160997942,0.178114789,0.267985294,0.30016618,1,4,9576,7116,0.362973761,6428,3504.1895,966.5,13340,0.8212,NA,0.014139827,0.014532601,0.073448546,0.007462686,9.6989965,24.247492,4.347826,14.381271,0.66889632,18.227425,17.558529,10.869565,0.088197482,0.227571213
"269","Colorado Mountain College","Public","Nonselective four-year public","Four-year","West","CO",725.6666667,0.438525279,0.01090023,0.000549187,125855.6803,79400,0.612938909,0.093963726,0.141447838,0.219189012,0.221830056,0.323569369,0.184173706,0.107738754,0.022231833,0.002307274,0.480178292,30663.07211,24500,31700,0.172766832,0.18974805,0.236579934,0.200636172,0.205603904,0.16743194,0.062705472,0.025305166,0.005050991,0.25049261,0.262133457,0.264015511,0.107353767,0.116004655,0.223826143,0.269417273,0.18698327,0.191476591,0.128296723,0.174840005,0.29565208,0.174562222,0.187351683,0.16759401,0.187486515,0.214014996,0.202914486,0.227671519,0.167912484,0.168860097,0.190258308,0.204300115,0.237546523,0.199034957,1,999,5893,3930,NA,7959,4271.8682,NA,9532,NA,NA,0.011745646,0.014850817,0.08113946,0.006075334,4.6468401,11.710037,39.21933,31.784386,7.4349442,5.2044611,0,0,0.093963726,0.116004655
"270","Colorado School Of Mines","Public","Highly selective public","Four-year","West","CO",512,0.254420824,0.024911635,0.002558496,138417.319,111500,0.72785661,0.03889935,0.071553118,0.150602789,0.240137224,0.498807519,0.282107005,0.142697276,0.014936082,0.000789954,0.800519318,94103.60995,81500,83800,0.061551565,0.066972664,0.039812556,0.066730109,0.114695687,0.711788985,0.542588434,0.331178625,0.098012277,0.074867672,0.049629137,0.112107984,0.122982579,0.640412629,0.135192806,0.04549496,0.075619676,0.088998707,0.654693851,0.064015886,0.029453718,0.100283542,0.139352189,0.666894666,0.049262749,0.024048972,0.080403899,0.141630158,0.704654222,0.065989587,0.048948427,0.045202621,0.097324331,0.742535034,1,2,4291,16918,0.696891192,10579,14206.897,1315,19966,0.3743,4536.2134,0.053145759,0.012114107,0.065259866,0.043376319,0,0,0,0,0,96.565651,3.4343433,0,0.03889935,0.640412629
"271","Colorado State University","Public","Selective public","Four-year","West","CO",3939,0.528757915,0.011196307,0.000249791,167637.0132,115400,0.742263802,0.03160794,0.073101086,0.138322845,0.230862031,0.526106098,0.317397708,0.174428649,0.035559273,0.003065477,0.643954582,54350.63888,45800,49500,0.091556922,0.101193096,0.115610429,0.151212622,0.247887328,0.384096525,0.213737333,0.112126878,0.021537199,0.103919575,0.14419521,0.162743622,0.234917091,0.354224502,0.122250241,0.122125262,0.161818276,0.236419573,0.357386647,0.109180786,0.135313548,0.167792061,0.25253065,0.335182955,0.096322738,0.108755495,0.155907093,0.2626197,0.376394974,0.098140521,0.110815588,0.142627193,0.242574417,0.40584228,1,4,23548,9897,0.638327206,8869,9574.707,1140,9898,0.77429999,7002.8994,0.027450791,0.017946739,0.057265535,0.008683906,10.218172,25.241646,2.8721347,9.1687374,1.4084507,35.376968,15.713891,0,0.03160794,0.354224502
"272","Colorado State University-Pueblo","Public","Selective public","Four-year","West","CO",499,0.54384849,0.024855314,7.45055e-05,85255.33869,72300,0.567654672,0.102221993,0.160895023,0.246994347,0.289066012,0.200822625,0.089070232,0.031078574,0.005446903,0.000915024,0.586677093,41554.95219,38100,40000,0.091265988,0.100213453,0.135841944,0.218652473,0.32185757,0.223434561,0.100750736,0.040509459,0.002582434,0.173551404,0.079722335,0.205318294,0.298257612,0.243150354,0.119253113,0.176526449,0.223285581,0.289110404,0.191824453,0.083650761,0.140312111,0.252031584,0.322613238,0.201392307,0.084305469,0.126820688,0.199388166,0.354661932,0.234823744,0.090897821,0.139299503,0.208403661,0.31195838,0.249440635,1,5,5207,7834,0.330564784,6619,4713.1963,980,11016,0.943399999,447.37335,0.0226287,0.046200264,0.22760701,0.032245897,10.369068,14.938489,4.5694199,4.217926,5.0966606,24.428823,36.379612,0,0.102221993,0.243150354
"273","Colorado Technical University","Private For-profit","Four-year for-profit","Four-year","West","CO",523.6666667,0.573161065,0.017387964,4.53929e-05,63589.87495,52300,0.458856688,0.197305963,0.23296679,0.265292098,0.196503987,0.107931162,0.034585756,0.01215734,0.00238366,0.000154383,0.490585302,31202.54017,26100,31000,0.145679912,0.165145784,0.226640679,0.248554938,0.211419949,0.14823865,0.06304621,0.024635065,0.003217732,0.247311666,0.29133943,0.215321699,0.1579003,0.088126905,0.148209042,0.271026339,0.252195157,0.22124737,0.107322093,0.122602804,0.218529671,0.274736929,0.222487983,0.161642614,0.159616553,0.154522796,0.234986118,0.243935514,0.206939019,0.166134491,0.163798808,0.26179966,0.201641337,0.206625703,0,999,20209,11283.509,0.383220169,7524.6631,1419.2181,NA,16993.279,NA,NA,0.032128401,0.061480951,0.038255323,0.030438066,0,35.581394,38.139534,0,4.1860466,22.093023,0,0,0.197305963,0.088126905
"274","Columbia Basin College","Public","Nonselective four-year public","Four-year","West","WA",1020.666667,0.502425826,0.017361952,4.25544e-05,89138.51092,77500,0.585959352,0.104589757,0.135863276,0.21435319,0.304844194,0.240349583,0.070818996,0.022380616,0.00248441,0.000537699,0.545629978,37636.78852,32000,38700,0.134832713,0.153032622,0.168674099,0.209840426,0.243961267,0.224491586,0.101186673,0.036288413,0.002026697,0.159529047,0.200744438,0.281094912,0.192631106,0.166000497,0.150488368,0.178254606,0.228052318,0.23268815,0.210516559,0.154512103,0.187597509,0.209090462,0.240660981,0.208138945,0.159748051,0.163462697,0.193348034,0.262385677,0.22105554,0.141806972,0.139036038,0.190125602,0.2522453,0.276786088,1,999,6480,4450,NA,6117,3862.0571,NA,6893,NA,479.46396,0.023451172,0.020126006,0.10255513,0.002450123,0,7.4858756,13.135593,67.796608,3.2485876,7.6271186,0,0.70621467,0.104589757,0.166000497
"275","Columbia College of Chicago, IL","Private Non-Profit","Selective private","Four-year","Midwest","IL",1584.333333,0.486018987,0.009500749,4.2126e-05,133648.8095,85100,0.618293351,0.102897996,0.142940869,0.178580791,0.221354203,0.354226141,0.202065657,0.106221456,0.022456542,0.003739114,0.514473242,33190.3215,28500,33600,0.130878225,0.145969571,0.224865029,0.218625905,0.219656784,0.190882711,0.079636974,0.033113045,0.002185723,0.187070136,0.263787755,0.250782374,0.206028019,0.092331716,0.162247182,0.271162687,0.246400517,0.186228007,0.133961607,0.150545981,0.237220197,0.253883449,0.213357412,0.14499296,0.136536597,0.210845262,0.21139427,0.217144292,0.224079578,0.131049349,0.197408107,0.184821143,0.241851104,0.244870297,0,5,9671,23544,0.405817175,7978,10562.884,NA,26593,0.905299999,NA,0.040690217,0.18281451,0.10772998,0.033111811,40.5522,8.0241585,0.94909406,28.386541,0,5.7808456,16.307161,0,0.102897996,0.092331716
"276","Columbia College of Columbia, MO","Private Non-Profit","Selective private","Four-year","Midwest","MO",748.3333333,0.605203074,0.017756519,3.66e-06,79430.47413,61700,0.518744104,0.144137088,0.208937214,0.236214582,0.233971648,0.176739469,0.075435424,0.03369712,0.007149435,0.00046995,0.526526931,34363.27096,31100,34200,0.124191843,0.138821033,0.181923756,0.256134529,0.253092594,0.170028087,0.06685734,0.027365139,0.003888673,0.157197,0.289390933,0.223409043,0.206811142,0.123191881,0.142999874,0.170060927,0.264229175,0.264215646,0.158494378,0.150548195,0.168427501,0.277334678,0.267375557,0.136314069,0.125443518,0.16419708,0.26220116,0.266953091,0.181205151,0.120930626,0.149809437,0.236888573,0.240249096,0.252122268,0,4,15998,6582,0.413043478,7090,2960.6372,NA,13118,NA,NA,0.024368348,0.14941645,0.052456073,0.016160062,0.78922933,35.979572,0.69637883,33.426182,10.956361,7.1030641,11.049211,0,0.144137088,0.123191881
"277","Columbia College of Columbia, SC","Private Non-Profit","Selective private","Four-year","South","SC",161.3333333,0.973450569,0.013072636,0.000120997,87105.71111,62600,0.529043365,0.145734469,0.223771766,0.202454446,0.22914205,0.198897269,0.074636839,0.032268789,0.011965712,0.000290006,0.556025391,35072.84438,33800,37700,0.092805104,0.109656925,0.149268557,0.264123053,0.331658937,0.145292528,0.045203458,0.022611601,0.002177367,0.107365612,0.213692384,0.320638962,0.268601296,0.089701747,0.102807487,0.199286639,0.31329911,0.279614433,0.104992331,0.109364721,0.119491368,0.334808955,0.266650676,0.16968428,0.101770003,0.105002362,0.207420273,0.43944045,0.146366912,0.128425495,0.127098138,0.160762093,0.378415219,0.205299055,0,4,1010,27350,0.424354244,5435,7134.0981,1020,15117,0.64989999,NA,0.002487562,0.41542289,0.007462686,0.006633499,10.738256,28.85906,26.845638,0,24.832214,0,8.7248325,0,0.145734469,0.089701747
"278","Columbia International University","Private Non-Profit","Nonselective four-year private not-for-profit","Four-year","South","SC",115.5,0.644722349,0.001409322,0,75192.91562,71700,0.554689567,0.118347502,0.1825264,0.205039245,0.271541879,0.222544974,0.104848365,0.011430644,0.001488622,0.00035109,0.441341893,23138.32511,18500,29800,0.235866073,0.270714073,0.197207119,0.20849417,0.183754427,0.139830211,0.039713314,0.019044943,0.00394493,0.443661561,0.164776255,0.078774667,0.300879179,0.011908338,0.23085415,0.285761376,0.220176685,0.130708606,0.132499183,0.312264158,0.189619238,0.267767447,0.112001185,0.118347972,0.198440171,0.203948845,0.231559906,0.192944387,0.173106692,0.26133879,0.140588337,0.185141365,0.21987123,0.193060278,0,999,584,19480,0.652173913,4559,10260.776,1085,13830,0.62580001,NA,0.00931677,0.049689442,0.013975156,0.034161489,0,0,0,0,92.0354,0,7.964602,0,0.118347502,0.011908338
"279","Columbia University In The City Of New York","Private Non-Profit","Ivy Plus","Four-year","Northeast","NY",1244.333333,0.45582695,0.030735935,0.007503281,372277.2722,169600,0.795071616,0.050208129,0.061156151,0.092937698,0.128400046,0.667297977,0.548713112,0.42415186,0.136802746,0.018464794,0.752042723,128030.6852,75300,82200,0.085701291,0.092954478,0.081364945,0.0721829,0.117371821,0.636125856,0.48961564,0.376052638,0.165874602,0.118913005,0.08822321,0.089113494,0.091579795,0.612170497,0.1403798,0.070617619,0.046035852,0.122610332,0.620356396,0.113293515,0.07384985,0.102806475,0.115443732,0.594606429,0.113282836,0.076573552,0.055307233,0.122948583,0.631887796,0.079910673,0.0838025,0.072287428,0.118027807,0.645971593,0,1,7970,51008,0.932895697,15706,240545.98,1480,8086,0.07419997,NA,0.12667975,0.073229656,0.067190096,0.13906085,24.198616,0,6.1596479,2.3255816,0,31.615337,35.700817,0,0.050208129,0.612170497
"280","Columbus College Of Art & Design","Private Non-Profit","Nonselective four-year private not-for-profit","Four-year","Midwest","OH",245.5,0.466548869,0.015975297,2.26816e-05,102307.4672,81800,0.634576897,0.06255689,0.137095574,0.220125731,0.252438622,0.327783182,0.142538575,0.066767123,0.006868139,0.00023387,0.535460518,38153.33869,32500,35800,0.126674091,0.142726086,0.209446198,0.202552469,0.221935812,0.223339435,0.124998778,0.047388035,0.010262544,0.1082641,0.234937893,0.20437929,0.197046415,0.255372302,0.195343689,0.181394832,0.230276827,0.254990549,0.137994103,0.138680692,0.207211552,0.235375631,0.200291256,0.218440869,0.135785308,0.209428197,0.177632716,0.273878755,0.203275024,0.135357833,0.217828216,0.187757074,0.18739305,0.271663828,0,9,1348,30390,0.590769231,6470,7315.3203,1090,25106,0.85510001,NA,0.050847456,0.062146891,0.01977401,0,100,0,0,0,0,0,0,0,0.06255689,0.255372302
"281","Columbus State University","Public","Selective public","Four-year","South","GA",803.3333333,0.608496396,0.017842892,6.41e-06,89221.06939,72600,0.565471113,0.107804299,0.168307434,0.240952178,0.271907387,0.211028702,0.093158781,0.042516053,0.007443908,0.000446714,0.558695915,37072.40711,35400,38800,0.113305211,0.12587762,0.147636399,0.225495536,0.304018691,0.196971754,0.07041297,0.03061252,0.004668997,0.085325101,0.159507927,0.274433204,0.315221892,0.165511875,0.109434926,0.136938399,0.247576155,0.352267726,0.153782794,0.139600357,0.162914452,0.236282894,0.27423888,0.186963416,0.123687062,0.150354639,0.211312641,0.303267029,0.211378629,0.146861824,0.129157211,0.188842574,0.294785197,0.240353193,1,4,7013,5613,0.30785124,6212,5580.6377,980,9645,0.55430001,124.48332,0.018202247,0.26876405,0.031685393,0.01730337,6.5395098,13.623979,9.4005451,5.8583107,9.2643051,37.3297,17.983652,0,0.107804299,0.165511875
"282","Concord University","Public","Selective public","Four-year","South","WV",501,0.56738504,0.014329749,0.00129336,75027.8998,66800,0.524803152,0.129686418,0.182155173,0.260885406,0.281832571,0.145440433,0.04356025,0.017236361,0.002435885,0.000624375,0.532830606,35334.11635,31800,35100,0.120290325,0.130435926,0.168402542,0.257947538,0.276370479,0.166843516,0.076120331,0.033960808,0.007526314,0.149812115,0.18940562,0.30823888,0.242048016,0.110495369,0.087573294,0.18529533,0.285108597,0.292608974,0.149413805,0.150013924,0.165673053,0.259451998,0.271109339,0.153751686,0.113314547,0.168841038,0.244482248,0.279166675,0.194195492,0.164900686,0.132563665,0.202480394,0.290656236,0.209399019,1,4,2505,6580,0.357605178,6123,NA,960,8413,0.45700002,NA,0.013451444,0.050524935,0.004593176,0,6.534091,25,0,13.068182,9.659091,10.795454,34.943184,0,0.129686418,0.110495369
"283","Concordia College - Moorhead","Private Non-Profit","Selective private","Four-year","Midwest","MN",623.6666667,0.617681088,0.013580244,0.00207243,118527.4562,86400,0.651015287,0.045202876,0.110513605,0.228430569,0.310547022,0.305305928,0.15861044,0.085293915,0.020209355,0.001044814,0.653028227,53204.40891,45600,47600,0.068527866,0.074789083,0.10385221,0.166199732,0.300679657,0.354479319,0.174152812,0.094488019,0.023900321,0.049657905,0.098883009,0.251883531,0.299146793,0.300428761,0.05270117,0.107304062,0.197067426,0.294679121,0.34824822,0.074038954,0.129783101,0.170576649,0.312878951,0.312722346,0.090973984,0.101822466,0.163974037,0.288269299,0.354960214,0.07060376,0.086001486,0.141329289,0.306574526,0.395490938,0,4,2531,34114,0.710144928,4889,NA,1256.5,13114,0.79979999,NA,0.013800425,0.005307856,0.008138712,0.053432412,13.043478,17.391304,6.9875774,1.8633541,2.9503105,17.080746,40.683231,0,0.045202876,0.300428761
"284","Concordia University - Saint Paul","Private Non-Profit","Selective private","Four-year","Midwest","MN",186.3333333,0.534473919,0.017048678,0,92246.76324,77900,0.605192686,0.076551581,0.134064728,0.237867524,0.314876268,0.2366399,0.108145641,0.055633318,0.008807832,0.0003964,0.609500402,44329.8267,39900,42100,0.066760184,0.079771382,0.136880612,0.209217951,0.300597838,0.273532217,0.13627984,0.054508354,0.007686839,0.17293649,0.148874953,0.217305672,0.238174509,0.222708375,0.108736471,0.131433322,0.248718848,0.314374213,0.196737145,0.075014734,0.133582339,0.242797276,0.319442862,0.229162789,0.069670989,0.141545387,0.170954353,0.29503552,0.32279375,0.051444345,0.133194965,0.20138353,0.301445122,0.312532039,0,4,2206,20200,0.462686567,4358,7132.6616,NA,16946,0.5239,NA,0.059040591,0.052398525,0.012546126,0.000738007,1.8561485,45.475639,0,4.8723898,5.8004642,6.7285385,35.266823,0,0.076551581,0.222708375
"285","Concordia University - Wisconsin","Private Non-Profit","Selective private","Four-year","Midwest","WI",284.3333333,0.582939358,0.008185217,4.50616e-05,92678.25979,79300,0.617985299,0.05497468,0.121934135,0.262048613,0.323165483,0.23787709,0.098561145,0.02988637,0.007881121,6.90677e-05,0.585467434,40217.2276,38600,41200,0.086906081,0.102489929,0.156960267,0.197749217,0.290441869,0.252358717,0.103803209,0.033632571,0.004303102,0.082533002,0.281896629,0.214919315,0.271760374,0.14889068,0.132674851,0.132994314,0.274460894,0.288694053,0.171175889,0.099517703,0.170124248,0.17089366,0.28161056,0.27785383,0.090672372,0.13674284,0.216488736,0.306353745,0.249742307,0.110958369,0.153336139,0.15858531,0.283766955,0.293353226,0,3,4363,26160,0.556872038,8016,7463.8286,1051.5,18633,0.6992,NA,0.008566978,0.10877466,0.003634476,0.00674974,0,53.714287,17.523809,3.2380953,12,1.9047619,11.619047,0,0.05497468,0.14889068
"286","Concordia University Texas","Private Non-Profit","Selective private","Four-year","South","TX",102.5,0.512608373,0.012233842,0.003331974,112917.8784,91300,0.642608431,0.053078011,0.099648942,0.217083441,0.347698358,0.282491248,0.14843365,0.049136676,0.015256582,0.0001292,0.648857089,50690.25397,40400,43500,0.07853108,0.101027795,0.080953083,0.176716604,0.320426743,0.320875775,0.193848013,0.088438981,0.016639904,0.132590118,0.005108061,0.229447177,0.402366701,0.230487943,0.081140666,0.107192226,0.163903746,0.411358127,0.236405235,0.07485565,0.088490913,0.202675232,0.319097057,0.314881149,0.049533897,0.097255407,0.169828715,0.369015042,0.314366939,0.185605102,0.060090033,0.159858286,0.214172674,0.380273905,0,4,1531,26960,0.34375,6269,NA,1015,20982,0.46850002,NA,0.007751938,0.045219637,0.13436693,0.027131783,3.9215686,47.058823,0,7.8431373,0,1.9607843,39.215687,0,0.053078011,0.230487943
"287","Concordia University of Irvine, CA","Private Non-Profit","Selective private","Four-year","West","CA",201,0.662078934,0.014180596,0.000157279,131138.3081,94000,0.666680317,0.054093984,0.109391018,0.214301521,0.232550286,0.38966319,0.215400278,0.113588051,0.021736368,6.35998e-05,0.583199987,44780.79943,39600,45200,0.137763907,0.1581699,0.150680201,0.138230915,0.222886698,0.330032285,0.159394072,0.082835862,0.012715004,0.147569696,0.045881263,0.156001832,0.388399837,0.262147372,0.113635637,0.179459937,0.176808796,0.252102632,0.277992998,0.114477412,0.147615257,0.148447652,0.287638499,0.301821181,0.179626585,0.184640935,0.13713567,0.15102949,0.34756732,0.183367724,0.138567154,0.119968642,0.19898087,0.35911561,0,4,1944,30640,0.625550661,7044,10298.643,1030,19329,0.911899999,NA,0.053209461,0.025337838,0.080236487,0.073479727,13.714285,22.285715,6.2857141,6.8571429,13.142858,4,33.714287,0,0.054093984,0.262147372
"288","Concordia University of Portland, OR","Private Non-Profit","Selective private","Four-year","West","OR",111.3333333,0.670882507,0.008752622,0,102064.7883,88400,0.645239097,0.020543465,0.169145373,0.16941532,0.380775328,0.260120514,0.140589115,0.073348328,0.012667838,5.10904e-05,0.597517747,41392.69247,41700,44400,0.10725344,0.120034644,0.152222961,0.15555537,0.305877111,0.266309915,0.10418322,0.043994989,0.002999873,0.13286547,0.170890565,0.077318649,0.192871502,0.426053815,0.072006105,0.248280879,0.141893902,0.340762547,0.197056567,0.121742186,0.125799547,0.269441383,0.255472767,0.227544116,0.156397225,0.168402346,0.111185775,0.291007279,0.273007375,0.095911049,0.081811638,0.161394352,0.346712605,0.314170356,0,4,1388,27420,0.554945055,7401,NA,1040,17420,0.55919999,NA,0.027056277,0.061688311,0.033549782,0.045454547,4.4715447,43.495934,4.4715447,9.7560978,8.5365849,1.2195122,28.04878,0,0.020543465,0.426053815
"289","Concordia University of River Forest, IL","Private Non-Profit","Selective private","Four-year","Midwest","IL",213,0.64515592,0.007672153,0,98720.00335,86300,0.637220127,0.047088614,0.123221732,0.201878694,0.350294353,0.277516607,0.11508046,0.043349113,0.006133644,8.64389e-05,0.563463061,37691.89544,35100,40100,0.124955958,0.146608686,0.148094006,0.203469207,0.264859421,0.23696868,0.106484864,0.031857913,0.001740291,0.347635836,0.125590268,0.239160126,0.124683665,0.162930105,0.091010696,0.138471274,0.259031028,0.256663103,0.254823898,0.09507342,0.144289667,0.20852857,0.296220948,0.255887396,0.17323316,0.169782456,0.144254051,0.287738754,0.224991579,0.141067611,0.131576339,0.243806605,0.240590321,0.242959124,0,4,1604,28718,0.534782609,4134,19096.15,1040,16686,0.54409999,NA,0.024218749,0.092187501,0.046093751,0.00625,5.3956833,23.381294,11.870503,2.8776979,11.510792,3.5971224,41.366909,0,0.047088614,0.162930105
"290","Concordia University of Seward, NE","Private Non-Profit","Selective private","Four-year","Midwest","NE",262.3333333,0.553033271,0.007025959,0,86492.41058,75500,0.603925692,0.040935016,0.13092633,0.320942629,0.272650938,0.234545087,0.085780406,0.03880574,0.002259966,0,0.574492286,40552.95713,36500,38300,0.072286724,0.084411055,0.172405604,0.220403523,0.267018756,0.255761061,0.095313866,0.037086364,0.006914726,0.072284892,0.155387483,0.231696106,0.368994635,0.171636885,0.093372894,0.160066364,0.278437918,0.243235265,0.22488756,0.10490764,0.172861012,0.245766055,0.242472537,0.233992756,0.071526874,0.162674184,0.22288183,0.263309958,0.279607154,0.06845549,0.192952994,0.14845095,0.300396715,0.28974385,0,4,1508,25950,0.636363636,6086,5395.0405,970,14035,0.71520001,NA,0.005932204,0.015254238,0.005932204,0.000847458,6.3157897,20,0,5.7894735,6.3157897,7.3684216,54.210526,0,0.040935016,0.171636885
"291","Connecticut College","Private Non-Profit","Other elite schools (public and private)","Four-year","Northeast","CT",413.6666667,0.584187999,0.015796895,0.001602059,417732.294,170500,0.803398233,0.031054907,0.060571386,0.082687146,0.145835857,0.679850704,0.536341961,0.416836626,0.139323482,0.023389585,0.69052475,66137.83048,55500,59200,0.083742211,0.091680678,0.091313495,0.118336944,0.201644157,0.497024726,0.288776202,0.157578166,0.041153255,0.116379502,0.16389759,0.095112361,0.115934238,0.508676309,0.108619311,0.039763737,0.158811635,0.276103662,0.416701656,0.074909216,0.121546559,0.127965694,0.210096226,0.465482305,0.069721623,0.090568164,0.12360002,0.240594358,0.475515836,0.095793618,0.08907353,0.113491631,0.189542066,0.512099155,0,1,1915,47740,0.835365854,9574,17580.479,NA,6586,0.3585,NA,0.025909591,0.030871004,0.027012128,0.075523704,33.027523,0,0,2.9816513,0,17.889908,46.100918,0,0.031054907,0.508676309
"292","Converse College","Private Non-Profit","Selective private","Four-year","South","SC",145,0.941520571,0.006902115,0,122906.4332,93000,0.645071457,0.078901563,0.134178785,0.149023011,0.292316607,0.345580035,0.19104499,0.119906404,0.02523875,0.000180198,0.525421557,33228.20434,32700,35700,0.138134083,0.161820512,0.157179544,0.227543349,0.311227613,0.142228983,0.068742965,0.023061715,0.002318711,0.100570065,0.197187107,0.321930723,0.292834562,0.087477543,0.117752834,0.13812935,0.247137758,0.353406986,0.143573073,0.081945799,0.134063262,0.351209876,0.40215706,0.030624003,0.239020263,0.190851877,0.141493874,0.273475281,0.155158705,0.162058097,0.136927646,0.217843907,0.291772546,0.191397804,0,3,746,16500,0.619354839,6284,NA,1040,16974,0.5201,NA,0.012841091,0.10112359,0.020866774,0,29.090908,13.333333,2.4242425,0,0,9.090909,46.060608,0,0.078901563,0.087477543
