"","name","type","tier_name","iclevel","region","state","count","female","mr_kq5_pq1","mr_ktop1_pq1","par_mean","par_median","par_rank","par_q1","par_q2","par_q3","par_q4","par_q5","par_top10pc","par_top5pc","par_top1pc","par_toppt1pc","k_rank","k_mean","k_median","k_median_nozero","k_0inc","k_q1","k_q2","k_q3","k_q4","k_q5","k_top10pc","k_top5pc","k_top1pc","kq1_cond_parq1","kq2_cond_parq1","kq3_cond_parq1","kq4_cond_parq1","kq5_cond_parq1","kq1_cond_parq2","kq2_cond_parq2","kq3_cond_parq2","kq4_cond_parq2","kq5_cond_parq2","kq1_cond_parq3","kq2_cond_parq3","kq3_cond_parq3","kq4_cond_parq3","kq5_cond_parq3","kq1_cond_parq4","kq2_cond_parq4","kq3_cond_parq4","kq4_cond_parq4","kq5_cond_parq4","kq1_cond_parq5","kq2_cond_parq5","kq3_cond_parq5","kq4_cond_parq5","kq5_cond_parq5","public","barrons","ipeds_enrollment_2013","sticker_price_2013","graduation_rate_2013","average_faculty_salary_2013","instructional_expenditures_pc_2012","sat_avg_2013","scorecard_netprice_2013","admit_rate_2013","endowment_pc_2000","asian_or_pacific_share_fall_2000","black_share_fall_2000","hisp_share_fall_2000","alien_share_fall_2000","pct_arthuman_2000","pct_business_2000","pct_health_2000","pct_multidisci_2000","pct_publicsocial_2000","pct_stem_2000","pct_socialscience_2000","pct_tradepersonal_2000","access_rate","success_rate"
"533","Kansas State University","Public","Selective public","Four-year","Midwest","KS",3714.333333,0.48920148,0.012689818,0.00017548,118400.4989,92100,0.671222447,0.04282165,0.103380943,0.198070712,0.29655794,0.359168755,0.184288417,0.090274476,0.01329574,0.000822957,0.655868088,54335.87408,45600,49100,0.081927468,0.0902004,0.103670323,0.151746906,0.270321165,0.384061206,0.206230657,0.103384269,0.019384914,0.097999013,0.151821875,0.177735467,0.27610248,0.296341165,0.093596539,0.116714795,0.171700036,0.286236751,0.331751878,0.091010475,0.112476572,0.171231021,0.277516061,0.347765871,0.085028479,0.103175679,0.162786693,0.281710861,0.367298289,0.092116704,0.089726882,0.123045035,0.25167885,0.443432529,1,5,20169,9034,0.600430637,8154,9738.9307,NA,13078,0.959100001,NA,0.013368398,0.029640587,0.023887793,0.012327416,5.3181677,25.361204,2.3977866,3.2585306,1.0759299,36.059021,25.299723,1.2296342,0.04282165,0.296341165
"534","Kansas Wesleyan University","Private Non-Profit","Selective private","Four-year","Midwest","KS",63.33333333,0.544840769,0,0,86824.24441,66000,0.578637547,0.054501042,0.139154504,0.353134717,0.309353644,0.143856093,0.03416845,0.012446886,0.011617546,0.000344287,0.607399671,41670.21398,41000,42000,0.082383537,0.081160712,0.117311271,0.231991889,0.337202299,0.232333829,0.085190086,0.041523335,0.007169888,0.251998674,0,0.342137268,0.405864057,0,0.080242508,0.237045906,0.310537537,0.260019682,0.112154367,0.104514849,0.073560053,0.259775345,0.397055565,0.165094188,0.036698691,0.10186949,0.19699734,0.374381033,0.290053446,0.055609182,0.186540299,0.121335264,0.158972298,0.477542957,0,4,684,25200,0.427272727,5498,4909.2856,1010,19747,0.537,NA,0.022955524,0.051649928,0.076040171,0.005738881,6.666667,16.190475,22.857143,6.6666665,5.7142859,11.428572,30.476191,0,0.054501042,0
"535","Kean University","Public","Selective public","Four-year","Northeast","NJ",1032.333333,0.618220802,0.034185619,0.000331141,89084.32862,79200,0.587649464,0.110987419,0.167016705,0.18353578,0.249248678,0.289211418,0.121620805,0.038367195,0.001879289,4.63e-06,0.642731165,47872.80197,46900,49900,0.088024759,0.099766392,0.107781119,0.143929838,0.278699504,0.369823146,0.149054047,0.066107903,0.006254506,0.132937925,0.114382597,0.171675916,0.272990097,0.308013465,0.080445453,0.153181173,0.151609914,0.259200475,0.355562986,0.09837973,0.114394912,0.156170904,0.292231402,0.338823051,0.097455019,0.101912971,0.131055293,0.282829646,0.386747071,0.101066152,0.0798898,0.132174159,0.280004143,0.406865747,1,4,12078,11244,0.462335867,9226,7552.1001,910,9979,0.8037,328.49948,0.061397851,0.19172043,0.18763441,0.030967742,7.8963599,20.357803,5.7371993,2.5293028,8.9450951,13.016656,40.838989,0.67859346,0.110987419,0.308013465
"536","Keene State College","Public","Selective public","Four-year","Northeast","NH",935.3333333,0.592244477,0.009485594,0.00039399,121387.9032,97700,0.685010419,0.047357903,0.094667926,0.163569911,0.298925755,0.395478505,0.191637934,0.082004455,0.011649789,0.001773648,0.619190204,44113.02474,41500,43100,0.076216291,0.086553493,0.119549186,0.186823768,0.33463794,0.272435612,0.114912217,0.052476708,0.005075887,0.081402794,0.149921545,0.237285262,0.331094503,0.200295896,0.105303308,0.165854485,0.2034158,0.347164106,0.1782623,0.074462833,0.10964858,0.238310442,0.346360415,0.231217729,0.074995271,0.122425096,0.189688036,0.349293483,0.263598114,0.096419107,0.106748895,0.15334949,0.316137871,0.327344637,1,4,4799,12864,NA,8750,NA,965,16203,0.8185,NA,0.006283454,0.002559925,0.006981615,0.003723528,14.653465,9.009901,6.4356437,13.762377,0,18.613861,37.227722,0.2970297,0.047357903,0.200295896
"537","Keiser University","Private Non-Profit","Nonselective four-year private not-for-profit","Four-year","South","FL",452.3333333,0.611475716,0.017503604,7.85e-06,61606.95203,40500,0.400192228,0.255403912,0.307736204,0.199795706,0.142189276,0.094874902,0.039367868,0.017720016,0.004452056,0.001464041,0.478723451,29539.58835,24800,29400,0.14427861,0.160638884,0.248205806,0.255168458,0.225537363,0.110449488,0.046571051,0.023142295,0.001721941,0.173019175,0.264842847,0.265645369,0.227959578,0.068533031,0.11032529,0.246499717,0.295790864,0.239678387,0.107705742,0.214116628,0.232132862,0.228645743,0.217642952,0.107461816,0.128501393,0.244375815,0.255517026,0.206921292,0.164684474,0.226054739,0.248540443,0.150533125,0.217673611,0.157198082,0,999,16039,16936,0.676744186,4822,3877.8572,NA,22055,0.9331,NA,0.006480882,0.26960465,0.083927415,0.000648088,10.202287,15.039577,31.134565,0,9.0589266,31.66227,0,2.9023747,0.255403912,0.068533031
"538","Kennesaw State University","Public","Selective public","Four-year","South","GA",1581.333333,0.595734924,0.011789773,0.000417665,117402.3434,99900,0.685888532,0.049236793,0.095413469,0.168911451,0.275861269,0.410577018,0.197947387,0.082836462,0.008637314,0.000208056,0.566030595,40928.10581,36600,41200,0.128734171,0.142407297,0.152920416,0.184238667,0.270255367,0.250178253,0.116189987,0.057743579,0.0086628,0.166761537,0.184443185,0.21875305,0.190591766,0.239450462,0.13256077,0.13352555,0.194349553,0.303249617,0.236314511,0.160400335,0.17846925,0.168684059,0.266644033,0.225802322,0.142994916,0.137248176,0.188448806,0.299036227,0.232271876,0.133977784,0.1536665,0.181320445,0.254289435,0.276745837,1,4,22621,5914,0.425283286,6252,6136.146,1080,13046,0.5654,118.6372,0.025966436,0.085079737,0.022459714,0.028721716,5.2501545,31.562693,3.3353922,1.8529956,4.8177886,12.723904,40.457073,0,0.049236793,0.239450462
"539","Kent State University","Public","Selective public","Four-year","Midwest","OH",5234.333333,0.59087027,0.010914354,0.000191254,94457.12201,78400,0.603592129,0.068991686,0.137086564,0.242415468,0.322061124,0.229445158,0.101536517,0.046375715,0.006640161,0.000516204,0.57841518,40439.63673,36800,39700,0.096953447,0.108283033,0.152375204,0.213972007,0.291460513,0.233909243,0.094977686,0.042308896,0.007029552,0.165769653,0.204670844,0.262949711,0.208411689,0.158198103,0.127897772,0.166248003,0.24383623,0.270845939,0.191172055,0.110535664,0.16676136,0.226787553,0.299591096,0.196324326,0.090691735,0.14011418,0.209789704,0.304235188,0.255169193,0.101590298,0.130372708,0.173732468,0.30222759,0.292076936,1,5,41740,8056.5459,0.452845528,7573.5845,9668.2422,1050,12469.245,0.8302,1975.3217,0.009967489,0.066209503,0.009399433,0.009054613,9.4550409,22.070847,10.681199,12.615804,5.2316079,13.378747,25.776567,0.79019076,0.068991686,0.158198103
"540","Kentucky Christian University","Private Non-Profit","Selective private","Four-year","South","KY",116,0.513490818,0.004252274,0.00022432,83473.00758,77900,0.617490688,0.045202421,0.146585409,0.274690927,0.33006146,0.203459783,0.059550739,0.018011472,0.001246252,0.000123133,0.50456807,31889.85238,33400,33400,0.134495485,0.143532661,0.189995223,0.251317384,0.271254497,0.143900235,0.045718427,0.013698794,0.001908838,0.272994924,0.24025291,0.177951188,0.214729169,0.09407181,0.167808467,0.12895865,0.260920339,0.279997196,0.162315348,0.147606821,0.212935739,0.266002459,0.28136102,0.092093961,0.157719941,0.183903976,0.216377934,0.270605135,0.171393015,0.068764588,0.201713689,0.297552493,0.264922478,0.167046752,0,5,559,16830,0.386503067,4594,4629.2642,945,18738,0.51359999,NA,0.001757469,0.007029877,0.003514939,0.045694202,0,13.253012,0,1.2048193,45.783134,0,39.759037,0,0.045202421,0.09407181
"541","Kentucky State University","Public","Selective public","Four-year","South","KY",330.1666667,0.540902221,0.019366039,1.01181e-05,61212.63732,54000,0.469510709,0.18195709,0.252765436,0.227093759,0.213448132,0.124735583,0.028159907,0.008091769,0.001200936,4.67218e-05,0.518256684,32159.07369,28200,31100,0.092657246,0.104517929,0.209539952,0.294385018,0.265462011,0.126095089,0.037958843,0.009411333,0.001695495,0.148954853,0.221161626,0.282108044,0.241343578,0.106431899,0.120742807,0.204461627,0.317634247,0.246193246,0.110968073,0.077273087,0.232938557,0.2978782,0.254496827,0.13741333,0.089821577,0.183464131,0.298546932,0.291707828,0.136459531,0.08156811,0.204899231,0.251699915,0.314742273,0.147090471,1,5,2370,7404,0.183908046,6102,6544.2495,830,10939,0.37739998,579.00708,0.009863786,0.59840298,0.007515266,0.006575857,1.0238907,24.232082,10.921502,4.0955629,13.31058,21.16041,23.549488,1.7064847,0.18195709,0.106431899
"542","Kentucky Wesleyan College","Private Non-Profit","Selective private","Four-year","South","KY",147,0.500498884,0.014455379,0,88167.26364,82500,0.599487355,0.087404709,0.098895297,0.245426984,0.334429522,0.233843488,0.085050107,0.034361623,0.004816687,0.000350919,0.608753787,46655.01517,38800,40300,0.096043347,0.102857395,0.101087367,0.222808527,0.294746116,0.278500594,0.145931109,0.064484358,0.014179094,0.224915152,0.183233664,0.162760574,0.26370617,0.16538444,0.133424224,0.13263708,0.263830996,0.250604067,0.219503632,0.145046422,0.097262675,0.256044284,0.291432268,0.21021435,0.055112955,0.069936911,0.217659516,0.336209874,0.321080744,0.068310726,0.105604164,0.200385727,0.269195186,0.356504196,0,4,657,22030,0.378571429,5191,4851.3789,962,13185,0.671,NA,0,0.044117648,0.001470588,0.007352941,6.25,13.28125,16.40625,3.125,3.125,14.0625,43.75,0,0.087404709,0.16538444
"543","Kenyon College","Private Non-Profit","Other elite schools (public and private)","Four-year","Midwest","OH",402,0.557002083,0.006436008,0.001689048,360158.4906,168400,0.825174888,0.021347714,0.043400247,0.087348646,0.155458192,0.692445202,0.545044252,0.418558339,0.144860523,0.017958595,0.656437756,65627.21874,48000,52100,0.089776257,0.101390726,0.128326038,0.130568969,0.229083911,0.410630356,0.239021566,0.14050705,0.049430983,0.127009886,0.269104669,0.145631529,0.156769271,0.301484646,0.123250187,0.160216234,0.0558698,0.347195098,0.31346868,0.103648608,0.130514208,0.144130174,0.251319548,0.370387462,0.072273257,0.12912381,0.195720476,0.266482047,0.336400411,0.105483049,0.121532001,0.11844891,0.212709471,0.441826568,0,1,1705,47330,0.890829694,8924,NA,1325,8546,0.38380003,NA,0.027517198,0.036272671,0.026891807,0.020637898,41.597797,0,0,6.060606,0,12.396694,39.944904,0,0.021347714,0.301484646
"544","Kettering University","Private Non-Profit","Highly selective private","Four-year","Midwest","MI",502,0.178204606,0.031106482,0,118244.3909,100100,0.692193724,0.041647801,0.091911292,0.154934413,0.30737161,0.404134884,0.190676356,0.067213291,0.005163768,2.0976e-05,0.839005355,85388.95225,85400,85600,0.039172383,0.041676504,0.025981786,0.038299821,0.091929115,0.802112774,0.607326958,0.28100236,0.023946612,0.073266388,0.000199605,0.061183017,0.11845726,0.74689373,0.051424559,0.03034041,0.054310829,0.168228032,0.69569617,0.028376247,0.020957273,0.053266558,0.134633211,0.762766712,0.037455531,0.019650599,0.034341273,0.08901692,0.819535676,0.044513353,0.034389031,0.029573168,0.057686146,0.833838303,0,2,1684,36980,0.607792208,7704,NA,1210,26542,0.61590001,NA,0.041033436,0.07180851,0.016337385,0.055851065,0,6.2992125,0,0,0,93.700783,0,0,0.041647801,0.74689373
"545","Keuka College","Private Non-Profit","Selective private","Four-year","Northeast","NY",199.3333333,0.700831371,0.022801866,0,72568.87699,67700,0.533764423,0.127928215,0.159547139,0.254960064,0.28636664,0.171197942,0.057717173,0.011657894,0.002725373,0,0.629149523,42738.32154,42100,44000,0.065426816,0.074857742,0.096033303,0.185291325,0.383634232,0.260183398,0.076905058,0.019988245,0.001935252,0.091687411,0.113539436,0.25649521,0.360038406,0.178239537,0.071049547,0.13408951,0.135090139,0.442953128,0.216817677,0.096934779,0.106326856,0.15456909,0.37165793,0.270511345,0.071081593,0.057457601,0.233897502,0.361585951,0.275977353,0.039268516,0.096682036,0.143317835,0.400700925,0.320030689,0,4,1830,28010,0.481751825,6373,NA,NA,22349,0.8778,NA,0.007352941,0.043067228,0.023109244,0.007352941,2.366864,11.242603,38.46154,0,7.6923075,2.95858,37.278107,0,0.127928215,0.178239537
"546","Keystone College","Private Non-Profit","Selective private","Four-year","Northeast","PA",238.3333333,0.508811162,0.010262592,0,73812.28425,60200,0.488753061,0.154150603,0.221372399,0.245563904,0.262002311,0.116910783,0.044383835,0.023729995,0.006993054,1.27555e-05,0.512205824,31921.51899,29900,33300,0.115427772,0.131104143,0.195423444,0.259042181,0.274960801,0.139469431,0.053961531,0.020727986,0.001297442,0.168543879,0.317789643,0.18450476,0.262586616,0.066575101,0.126989208,0.215289919,0.322216074,0.214643432,0.120861367,0.143764918,0.157782306,0.280375753,0.256784746,0.161292277,0.096370769,0.15512279,0.257400026,0.356495358,0.134611056,0.140776215,0.165840684,0.196571683,0.260943531,0.235867887,0,5,1574,21900,0.464114833,6328,5142.5288,920,12065,0.72049999,NA,0.00409836,0.036065575,0.015573771,0.014754098,14.070352,18.592964,9.0452261,11.557789,6.0301509,14.070352,20.100502,6.5326633,0.154150603,0.066575101
"547","King University","Private Non-Profit","Selective private","Four-year","South","TN",121.6666667,0.63664124,0.000345035,2.15136e-05,175558.9493,76000,0.592660032,0.074696742,0.162279448,0.247944096,0.246861379,0.268218335,0.121307226,0.08000523,0.014087128,0.002714642,0.573325907,47819.18995,37100,40900,0.11248118,0.141915882,0.137517819,0.186633997,0.299935942,0.23399636,0.131216173,0.069970702,0.008797545,0.290684034,0.196000118,0.258204855,0.250491856,0.004619137,0.236525051,0.18876837,0.200005002,0.270544352,0.104157225,0.099661273,0.120736476,0.234288803,0.299735881,0.245577568,0.100713404,0.12019766,0.187203954,0.303320289,0.288564692,0.12022632,0.121676862,0.114035017,0.328558529,0.315503271,0,3,2191,25708,0.516483516,4703,NA,1000,12426,0.63769999,NA,0.006666667,0.021666666,0.01,0.115,26.785715,1.7857143,0,0,0,18.75,52.67857,0,0.074696742,0.004619137
"548","King's College of Wilkes-Barre, PA","Private Non-Profit","Selective private","Four-year","Northeast","PA",368.6666667,0.505074555,0.016503257,0.001631131,112238.2987,89900,0.657962289,0.043402077,0.118052304,0.204540074,0.282874376,0.35113117,0.173365299,0.071014376,0.012981337,0.001085981,0.698710405,58286.9762,52400,53300,0.049698464,0.052687074,0.080828075,0.135011959,0.282588663,0.448884229,0.243999413,0.109665873,0.015851523,0.063465576,0.112862872,0.164647762,0.278782613,0.380241176,0.047652918,0.035612197,0.150768394,0.330820148,0.435146344,0.061600468,0.102109126,0.21035479,0.261865148,0.364070467,0.044978101,0.0922905,0.131045951,0.306837976,0.424847472,0.054065501,0.070439387,0.085357909,0.259379764,0.530757439,0,4,2144,31816,0.657657658,7393,8393.1494,NA,19304,0.71509999,NA,0.008133971,0.018660286,0.010047846,0.00861244,5.3830228,28.571428,10.766046,3.1055901,7.4534163,12.42236,32.298138,0,0.043402077,0.380241176
"549","Knox College","Private Non-Profit","Highly selective private","Four-year","Midwest","IL",240,0.551087286,0.01081706,0.000693815,132051.7688,99900,0.691516248,0.042475174,0.099848996,0.162483548,0.272829534,0.422362747,0.235098049,0.11446815,0.017861316,0.001552363,0.642776654,51398.62053,44700,46800,0.069346238,0.078609685,0.117148447,0.189416906,0.279493022,0.335331941,0.180674929,0.093645668,0.01911213,0.087305433,0.053739818,0.266322392,0.337964527,0.25466783,0.127526724,0.122549557,0.183575569,0.266217199,0.300130951,0.086415737,0.125850378,0.265880865,0.24840096,0.27345206,0.078374768,0.102861229,0.186309417,0.268878451,0.363576136,0.063319668,0.128129651,0.155655303,0.29556903,0.357326347,0,2,1424,40497,0.794788274,5295,11305.75,NA,15725,0.74959999,NA,0.049207672,0.035029192,0.033361133,0.10258549,29.069767,0,0,3.1007752,0,26.744186,41.085274,0,0.042475174,0.25466783
"550","Kutztown University Of Pennsylvania","Public","Selective public","Four-year","Northeast","PA",1406,0.600345293,0.00887451,1.84834e-05,104947.7908,94100,0.672172513,0.043335346,0.098377989,0.176362286,0.327699651,0.354224728,0.149148912,0.052062976,0.004629913,0.000265692,0.622042985,44412.1127,43100,45800,0.078988847,0.086949682,0.118972165,0.171532463,0.340661267,0.281884423,0.106635372,0.038210205,0.004344455,0.12942234,0.169146982,0.187455376,0.309188436,0.204786867,0.107920114,0.13214976,0.177862348,0.345847315,0.236220463,0.092110183,0.127258949,0.1886234,0.339955294,0.252052174,0.081901359,0.118581029,0.174906251,0.350273596,0.274337765,0.078030541,0.10541007,0.156196064,0.334530252,0.325833073,1,4,8815,9099,0.548199153,8599,7198.0386,965,14850,0.8179,1133.397,0.010948386,0.027726432,0.018199915,0.013223375,18.982229,15.831987,3.7964458,0.96930534,5.5735054,7.5121164,47.334412,0,0.043335346,0.204786867
"551","La Roche College","Private Non-Profit","Selective private","Four-year","Northeast","PA",212.6666667,0.616684189,0.022898763,0,88946.96222,78700,0.604504055,0.089604957,0.126537064,0.230869621,0.297533394,0.255454963,0.106778263,0.049880748,0.006675327,9.84828e-05,0.603582087,43270.02164,39800,42000,0.094588684,0.107763091,0.131451785,0.180017858,0.288837538,0.291929728,0.094248403,0.046111701,0.009651741,0.09100076,0.157030808,0.270323957,0.226092065,0.25555241,0.150873801,0.160165201,0.177353963,0.334357312,0.177249724,0.104329645,0.129641013,0.209343328,0.290235314,0.2664507,0.080458911,0.128199408,0.159949264,0.299218015,0.332174402,0.127193008,0.113681235,0.146532207,0.274945163,0.337648387,0,4,1363,25500,0.447183099,5789,5109.5381,925,13490,0.55649999,NA,0.003687769,0.027043639,0.006146282,0.16287646,19.747898,23.949579,15.966387,0.42016807,0,10.504202,29.411764,0,0.089604957,0.25555241
"552","La Salle University","Private Non-Profit","Selective private","Four-year","Northeast","PA",690.6666667,0.518637527,0.018244173,8.76e-06,121669.1426,101500,0.696405507,0.042639774,0.093383208,0.14765779,0.292957688,0.42336154,0.207718242,0.087986991,0.013126772,4.49886e-05,0.727543296,64821.71808,58700,61300,0.067663268,0.070872028,0.066750576,0.096289551,0.226944585,0.53914326,0.300346245,0.146936556,0.021142157,0.066140421,0.137354301,0.110915544,0.257722235,0.427867499,0.109750498,0.069220091,0.143824863,0.22376464,0.453439907,0.066045693,0.085924786,0.092334885,0.254603047,0.501091589,0.060136551,0.054076435,0.101386513,0.236454273,0.547946229,0.07188498,0.061177626,0.082183628,0.208319081,0.576434686,0,4,4409,39800,0.646753247,9266,NA,995,22355,0.8021,NA,0.02347892,0.11310275,0.049987376,0.009341075,7.8636961,25.557013,8.9121885,3.6697247,7.8636961,10.353867,35.779816,0,0.042639774,0.427867499
"553","La Sierra University","Private Non-Profit","Selective private","Four-year","West","CA",205,0.574837499,0.032972757,0.001719945,114744.1669,81300,0.606475451,0.111869306,0.148340424,0.187729835,0.232040047,0.320020388,0.190090316,0.110734226,0.015468284,0.001629231,0.617421511,52419.90745,43200,49600,0.124741321,0.13682382,0.128888069,0.148816687,0.218111582,0.367359842,0.190316394,0.105980456,0.024817358,0.144545841,0.133529977,0.161036468,0.266144158,0.294743556,0.140654134,0.130767508,0.059934961,0.19531205,0.473331347,0.138426231,0.156775002,0.184804344,0.181458606,0.338535819,0.197802686,0.103392783,0.139859451,0.219053099,0.33989198,0.08719446,0.128521323,0.171128437,0.232707868,0.380447911,0,4,2105,29895,NA,7230,NA,935,19453,0.4677,NA,0.17666392,0.080525883,0.23089564,0.11421528,13.278008,14.937759,3.3195021,8.7136936,9.5435686,23.236515,26.970955,0,0.111869306,0.294743556
"554","Lafayette College","Private Non-Profit","Other elite schools (public and private)","Four-year","Northeast","PA",488,0.511068344,0.016269232,0.001419495,290379.4022,156700,0.817690337,0.027788994,0.0295097,0.098437246,0.167001802,0.677262257,0.523650264,0.351793354,0.099882178,0.012073053,0.773529584,90217.33533,75300,79600,0.072785957,0.078968505,0.054823276,0.059450127,0.142503502,0.66425459,0.485493112,0.298918,0.065584029,0.136465941,0.0097491,0.065679212,0.202649797,0.585455951,0.088272116,0.031009003,0.086897069,0.148366088,0.645455723,0.057650538,0.08624894,0.058552827,0.1310923,0.666455395,0.103840141,0.045052973,0.048782566,0.182232487,0.620091833,0.073169468,0.055551976,0.060759485,0.131642224,0.678876847,0,1,2486,45635,0.883248731,10996,17783.451,1300,9747,0.34140003,NA,0.016235191,0.043440104,0.017551558,0.044317681,13.899614,0,1.5444015,3.0888031,0,35.907337,45.559845,0,0.027788994,0.585455951
